Name,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS.Plus,W,L,ERA,ERA.Plus,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,PosSummary,Runoff,Special,VeteransCommittee,NegroLeagues,position,1B,RF,LF,CF,C,3B,2B,SS,DH,OF,AS.total,AS.percent,drugs,gold1,gold2,gold3,mvp1,mvp2,cy1,cy2,rookie,oneteam,Year,Votes,NumBallots
George Brett,210,61,21,84,51.7,67.9,53.4,2707,10349,1583,3154,317,1596,201,1096,0.305,0.369,0.487,0.857,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5*D*3/796,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,13,0.619047619047619,0,1,0,0,1,0,0,0,0,1,1999,488,497
Robin Yount,132,52,20,72.4,45.8,59.1,52.1,2856,11008,1632,3142,251,1406,271,966,0.285,0.342,0.43,0.772,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6*8D7/3,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,3,0.15,0,1,0,0,0,1,0,0,0,1,1999,385,497
Carlton Fisk,120,49,24,63.7,35.6,49.6,40.7,2499,8756,1276,2356,376,1330,128,849,0.269,0.341,0.457,0.797,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2D7/35,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,11,0.458333333333333,0,1,0,0,0,0,0,0,1,0,1999,330,497
Dale Murphy,116,34,18,42.6,39,40.8,54.8,2180,7960,1197,2111,398,1266,161,986,0.265,0.346,0.469,0.815,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*9372,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,7,0.388888888888889,0,0,1,0,0,1,0,0,0,0,1999,96,497
George Bell,54,19,12,17,19.4,18.2,50.7,1587,6123,814,1702,265,1002,67,331,0.278,0.316,0.469,0.785,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*D9/54,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,3,0.25,0,0,0,0,1,0,0,0,0,0,1999,6,497
John Candelaria,40,33,19,39.4,29.4,34.4,57.9,603,596,39,104,1,48,0,44,0.174,0.233,0.223,0.456,26,177,122,3.33,114,1.184,600,356,29,2525.2,2399,245,592,1673,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0526315789473684,0,0,0,0,0,0,0,0,0,0,1999,1,497
Mike Witt,20,9,12,19.2,19.6,19.4,57.9,341,0,0,0,0,0,0,0,0,0,0,0,0,117,116,3.83,105,1.318,341,299,6,2108.1,2066,183,713,1373,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.166666666666667,0,0,0,0,0,0,0,0,0,0,1999,0,497
Mike Boddicker,27,13,14,29.1,25.1,27.1,57.9,346,0,2,0,0,0,0,0,0,0,0,0,0,134,116,3.8,108,1.32,342,309,3,2123.2,2082,188,721,1330,*1/D,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0714285714285714,0,1,0,0,0,0,0,0,0,0,1999,0,497
Charlie Leibrandt,18,16,14,30.9,28.4,29.7,57.9,394,267,7,32,0,14,0,13,0.12,0.16,0.146,0.306,-15,140,119,3.71,108,1.32,394,346,2,2308,2390,172,656,1121,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,0,497
Frank Tanana,55,35,21,52.7,36,44.3,57.9,639,59,3,9,0,5,0,2,0.153,0.18,0.203,0.384,4,240,236,3.66,106,1.27,638,616,1,4188.1,4063,448,1255,2773,*1/D,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.142857142857143,0,0,0,0,0,0,0,0,0,0,1999,0,497
Gary Carter,135,41,19,66.4,46.5,56.4,40.7,2296,7971,1025,2092,324,1225,39,848,0.262,0.335,0.439,0.773,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*293/75,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,11,0.578947368421053,0,0,1,0,0,0,0,0,0,0,1998,200,473
Bert Blyleven,120,50,22,89.3,46.8,68,57.9,699,451,19,59,0,25,0,5,0.131,0.144,0.146,0.29,-19,287,250,3.31,118,1.198,692,685,0,4970,4632,430,1322,3701,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,1998,83,473
Jack Clark,28,35,18,50.1,29.8,39.9,55.4,1994,6847,1118,1826,340,1180,77,1262,0.267,0.379,0.476,0.854,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*3*D/875,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,4,0.222222222222222,0,0,0,0,0,0,0,0,0,0,1998,7,473
Pedro Guerrero,54,29,15,31.7,30.1,30.9,53.4,1536,5392,730,1618,215,898,97,609,0.3,0.37,0.48,0.85,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*5978/4,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,5,0.333333333333333,0,0,0,0,0,0,0,0,0,0,1998,6,473
Willie Randolph,92,34,18,63,34.8,48.9,54.4,2202,8018,1239,2210,54,687,271,1243,0.276,0.373,0.351,0.724,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4/D5,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,6,0.333333333333333,0,0,0,0,0,0,0,0,0,0,1998,5,473
Carney Lansford,33,25,15,37.4,26.9,32.1,53.4,1862,7158,1007,2074,151,874,224,553,0.29,0.343,0.411,0.753,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*53D/64,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,1,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,1998,3,473
Brian Downing,20,32,20,47.8,27.6,37.7,50.7,2344,7853,1188,2099,275,1073,50,1197,0.267,0.37,0.425,0.796,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*D*7*29/5,0,0,0,0,DH,0,0,0,0,0,0,0,0,1,0,1,0.05,0,0,0,0,0,0,0,0,0,0,1998,2,473
Mike Flanagan,49,17,18,22.8,17,19.9,57.9,529,0,0,0,0,0,0,0,0,0,0,0,0,167,143,3.9,100,1.334,526,404,4,2770,2806,251,890,1491,*1/D,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0555555555555556,0,0,0,0,0,0,1,0,0,0,1998,2,473
Rick Dempsey,56,22,24,23.1,16.2,19.6,40.7,1766,4692,525,1093,96,471,20,592,0.233,0.319,0.347,0.666,87,0,0,4.5,106,2,2,0,0,2,3,0,1,0,*2/D97315,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,1,473
Dave Parker,124,42,19,36.3,35.9,36.1,55.4,2466,9358,1272,2712,339,1493,154,683,0.29,0.339,0.471,0.81,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*D78/34,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,7,0.368421052631579,0,0,1,0,1,0,0,0,0,0,1997,83,473
Dwight Evans,70,44,20,62.8,35.7,49.2,55.4,2606,8996,1470,2446,385,1384,78,1391,0.272,0.37,0.47,0.84,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9D378,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,3,0.15,0,0,0,1,0,0,0,0,0,0,1997,28,473
Ken Griffey,40,31,19,31.6,22.4,27,55.4,2097,7229,1129,2143,152,859,200,719,0.296,0.359,0.431,0.79,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*783/D,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,16,0.157894736842105,0,0,0,0,0,0,0,0,0,0,1997,22,473
Mike Scott,57,19,13,20.5,24.6,22.6,57.9,348,653,33,81,2,45,2,27,0.124,0.158,0.155,0.313,-11,124,108,3.54,100,1.201,347,319,3,2068.2,1858,173,627,1469,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.230769230769231,0,0,0,0,0,0,1,0,0,0,1997,2,473
Rick Reuschel,48,31,19,66.2,42.1,54.1,57.9,579,1115,82,187,4,79,3,46,0.168,0.202,0.217,0.419,15,214,191,3.37,114,1.275,557,529,5,3548.1,3588,221,935,2015,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.157894736842105,0,0,1,0,0,0,0,0,0,0,1997,2,473
Garry Templeton,58,22,16,24.9,22.4,23.7,52.1,2079,7721,893,2096,70,728,242,375,0.271,0.304,0.369,0.673,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6/359,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,3,0.1875,0,0,0,0,0,0,0,0,0,0,1997,2,473
Terry Kennedy,40,23,14,19.5,17.9,18.7,40.7,1491,4979,474,1313,113,628,6,365,0.264,0.314,0.386,0.699,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/73,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,4,0.285714285714286,0,0,0,0,0,0,0,0,0,0,1997,1,473
Terry Puhl,8,15,15,26.2,22.3,24.3,55.4,1531,4855,676,1361,62,435,217,505,0.28,0.349,0.388,0.737,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*87/3D,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,1,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,1997,1,473
Bob Boone,102,25,19,24.4,19.1,21.8,40.7,2264,7245,679,1838,105,826,38,663,0.254,0.315,0.346,0.661,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/35D7,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,4,0.210526315789474,0,0,0,1,0,0,0,0,0,0,1996,36,470
Fred Lynn,85,33,17,46.7,36.5,41.6,54.8,1969,6925,1063,1960,306,1111,72,857,0.283,0.36,0.484,0.845,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*897D,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,9,0.529411764705882,0,0,1,0,1,0,0,0,1,0,1996,26,470
Keith Hernandez,86,32,17,57.1,38.2,47.6,51.5,2088,7370,1124,2182,162,1071,98,1070,0.296,0.384,0.436,0.821,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3/79,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,5,0.294117647058824,0,0,0,1,1,0,0,0,0,0,1996,24,470
Frank White,81,19,18,31.1,21.9,26.5,54.4,2324,7859,912,2006,160,886,178,412,0.255,0.293,0.383,0.675,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*46/5D9,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,5,0.277777777777778,0,0,0,1,0,0,0,0,0,1,1996,18,470
Dan Quisenberry,77,19,12,23.9,21.8,22.9,32.3,674,6,0,1,0,1,0,1,0.167,0.286,0.167,0.452,32,56,46,2.76,146,1.175,674,0,244,1043.1,1064,59,162,379,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.25,0,0,0,0,0,0,0,0,0,0,1996,18,470
Bill Buckner,70,26,22,11.8,15.1,13.5,51.5,2517,9397,1077,2715,174,1208,183,450,0.289,0.321,0.408,0.729,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*79D,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,1,0.0454545454545455,0,0,0,0,0,0,0,0,0,0,1996,10,470
John Tudor,37,26,12,32.5,27.9,30.2,57.9,289,384,22,59,0,18,1,17,0.154,0.189,0.182,0.371,4,117,72,3.12,124,1.198,281,263,1,1797,1677,156,475,988,1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,2,470
Jerry Reuss,49,29,22,31,27.6,29.3,57.9,631,1024,71,171,1,58,1,69,0.167,0.22,0.195,0.415,17,220,191,3.64,100,1.325,628,547,11,3669.2,3734,245,1127,1907,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,1996,2,470
Chet Lemon,23,20,16,52,35.5,43.8,54.8,1988,6868,973,1875,215,884,58,749,0.273,0.355,0.442,0.797,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*9D/547,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,3,0.1875,0,0,0,0,0,0,0,0,0,0,1996,1,470
Jeffrey Leonard,9,11,14,7.2,12.6,9.9,50.7,1415,5045,614,1342,144,723,163,342,0.266,0.312,0.411,0.723,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7D98/3,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,2,0.142857142857143,0,0,0,0,0,0,0,0,0,0,1996,0,470
Claudell Washington,12,16,17,16.3,16.3,16.3,55.4,1912,6787,926,1884,164,824,312,468,0.278,0.325,0.42,0.745,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*7*8D,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,2,0.117647058823529,0,0,0,0,0,0,0,0,0,0,1996,0,470
Johnny Ray,16,18,10,21.6,20.7,21.2,54.4,1353,5188,604,1502,53,594,80,353,0.29,0.333,0.391,0.724,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*47/D,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,1996,0,470
Bob Knepper,20,15,15,19.1,20.8,20,57.9,449,840,47,115,6,59,2,41,0.137,0.177,0.196,0.374,6,146,155,3.68,95,1.327,445,413,1,2708,2737,228,857,1473,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.133333333333333,0,0,0,0,0,0,0,0,0,0,1996,0,470
Mike Schmidt,250,56,18,103,57.2,80.1,53.4,2404,8352,1506,2234,548,1595,174,1507,0.267,0.38,0.527,0.908,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*53/64,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,12,0.666666666666667,0,0,0,1,0,1,0,0,0,1,1995,444,460
Jim Rice,146,43,16,44.3,34.6,39.5,50.7,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*D9/8,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,8,0.5,0,0,0,0,1,0,0,0,0,1,1995,137,460
Tommy John,112,44,26,56.3,32.3,44.3,57.9,761,900,43,141,5,54,0,33,0.157,0.187,0.188,0.375,7,288,231,3.34,111,1.283,760,700,4,4710.1,4783,302,1259,2245,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,4,0.153846153846154,0,0,0,0,0,0,0,0,0,0,1995,98,460
Darrell Evans,42,40,21,55.1,35.9,45.5,53.4,2687,8973,1344,2223,414,1354,98,1605,0.248,0.361,0.431,0.792,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5*3D7/6,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,2,0.0952380952380952,0,0,0,0,0,0,0,0,0,0,1995,8,460
Buddy Bell,67,30,18,61.6,38.7,50.2,53.4,2405,8995,1151,2514,201,1106,55,836,0.279,0.341,0.406,0.747,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5986/D374,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,5,0.277777777777778,0,0,0,1,0,0,0,0,0,0,1995,8,460
Kent Tekulve,62,14,16,24,18.4,21.2,32.3,1050,121,8,10,0,2,0,6,0.083,0.126,0.083,0.209,-41,94,90,2.85,132,1.25,1050,0,184,1436.2,1305,63,491,779,*1/7,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0625,0,0,0,0,0,0,0,0,0,0,1995,6,460
Willie Hernandez,54,13,13,15.5,14.9,15.2,32.3,747,63,4,13,0,3,2,1,0.206,0.219,0.238,0.457,23,70,63,3.38,119,1.245,744,11,147,1044.2,952,97,349,788,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.230769230769231,0,0,0,0,1,0,1,0,0,0,1995,2,460
Bob Forsch,33,20,16,22.3,20.8,21.5,57.9,509,893,77,190,12,84,3,27,0.213,0.235,0.321,0.557,53,168,136,3.76,98,1.291,498,422,3,2794.2,2777,216,832,1133,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,2,460
Mike Krukow,10,11,14,21.6,18.5,20,57.9,371,722,44,139,5,54,3,17,0.193,0.214,0.244,0.457,26,124,117,3.9,96,1.349,369,355,1,2190.2,2188,196,767,1478,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,1995,1,460
Chris Speier,26,19,19,27.9,21.2,24.5,52.1,2260,7156,770,1759,112,720,42,847,0.246,0.327,0.349,0.676,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*654/3,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,3,0.157894736842105,0,0,0,0,0,0,0,0,0,0,1995,1,460
Jim Sundberg,87,24,16,37.3,27,32.2,40.7,1962,6021,621,1493,95,624,20,699,0.248,0.327,0.348,0.674,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/7D,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,3,0.1875,0,0,0,1,0,0,0,0,0,0,1995,1,460
Greg Gross,12,16,17,11.2,12.5,11.9,55.4,1809,3745,449,1073,7,308,39,523,0.287,0.372,0.351,0.723,103,0,0,10.8,50,3.6,2,0,0,1.2,4,0,2,3,*7*983/1,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,0,460
Manny Trillo,23,12,17,8.4,8.8,8.6,54.4,1780,5950,598,1562,61,571,56,452,0.263,0.316,0.345,0.66,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*453/6,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,4,0.235294117647059,0,0,1,0,0,0,0,0,0,0,1995,0,460
Doyle Alexander,23,24,19,30.7,24.9,27.8,57.9,562,265,19,44,0,17,0,9,0.166,0.195,0.196,0.391,9,194,174,3.76,103,1.293,561,464,3,3367.2,3376,324,978,1528,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0526315789473684,0,0,0,0,0,0,0,0,0,0,1995,0,460
Rick Rhoden,24,21,16,32.8,28.5,30.6,57.9,427,761,58,181,9,75,0,17,0.238,0.253,0.323,0.576,60,151,125,3.59,104,1.314,413,380,1,2593.2,2606,198,801,1419,*1/D,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.125,0,0,0,0,0,0,0,0,0,0,1995,0,460
Steve Carlton,266,58,24,84.6,52.3,68.5,57.9,745,1719,123,346,13,140,2,41,0.201,0.223,0.259,0.482,33,329,244,3.22,115,1.247,741,709,2,5217.2,4672,414,1833,4136,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,10,0.416666666666667,0,1,0,0,0,0,0,1,0,0,1994,436,456
Don Sutton,149,58,23,61.3,32,46.7,57.9,785,1354,64,195,0,64,1,60,0.144,0.183,0.157,0.34,-2,324,256,3.26,108,1.142,774,756,5,5282.1,4692,472,1343,3574,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,4,0.173913043478261,0,0,0,0,0,0,0,0,0,0,1994,259,456
Bruce Sutter,91,17,12,23.1,23.7,23.4,32.3,661,102,6,9,0,6,1,7,0.088,0.153,0.088,0.241,-33,68,71,2.83,136,1.14,661,0,300,1042,879,77,309,861,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,6,0.5,0,0,0,0,0,0,1,0,0,0,1994,109,456
Graig Nettles,63,31,22,62.8,40.1,51.5,53.4,2700,8986,1193,2225,390,1314,32,1088,0.248,0.329,0.421,0.75,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*57/39D68,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,6,0.272727272727273,0,0,1,0,0,0,0,0,0,0,1994,38,456
Dave Concepcion,106,29,19,36.5,28.4,32.4,52.1,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88,0,0,0,NA,1.5,1,0,0,1.1,2,0,0,1,*6453/81,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,9,0.473684210526316,0,0,1,0,0,0,0,0,0,1,1994,31,456
Ron Guidry,106,38,14,45.4,36.2,40.8,57.9,379,0,4,0,0,0,0,0,0,0,0,0,0,170,91,3.29,119,1.184,368,323,4,2392,2198,226,633,1778,*1/8,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,4,0.285714285714286,0,0,1,0,0,0,1,0,0,0,1994,24,456
Ted Simmons,124,44,21,46.7,33.2,40,40.7,2456,8680,1074,2472,248,1389,21,855,0.285,0.348,0.437,0.785,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2D37/59,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,8,0.380952380952381,0,0,0,0,0,0,0,0,0,0,1994,17,456
Don Baylor,44,30,19,24.4,19.7,22.1,50.7,2292,8198,1236,2135,338,1276,285,805,0.26,0.342,0.436,0.777,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*D*7938,0,0,0,0,DH,0,0,0,0,0,0,0,0,1,0,1,0.0526315789473684,0,0,0,0,1,0,0,0,0,0,1994,12,456
Joe Niekro,47,26,22,26.2,20.2,23.2,57.9,706,973,55,152,1,72,1,38,0.156,0.188,0.188,0.376,8,221,204,3.59,98,1.319,702,500,16,3584.1,3466,276,1262,1747,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0454545454545455,0,0,0,0,0,0,0,0,0,0,1994,6,456
Larry Parrish,22,18,15,12.8,14.2,13.5,53.4,1891,6792,850,1789,256,992,30,529,0.263,0.318,0.439,0.757,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5*9*D3/746,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,2,0.133333333333333,0,0,0,0,0,0,0,0,0,0,1994,2,456
Jose Cruz,28,28,19,51,34.6,42.8,50.7,2353,7917,1036,2251,165,1077,317,898,0.284,0.354,0.42,0.774,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*98/D3,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,2,0.105263157894737,0,0,0,0,0,0,0,0,0,0,1994,2,456
Phil Garner,17,17,16,26.5,21.5,24,54.4,1860,6136,780,1594,109,738,225,564,0.26,0.323,0.389,0.711,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4*56/D,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,3,0.1875,0,0,0,0,0,0,0,0,0,0,1994,2,456
Ray Knight,20,9,13,10.9,14,12.4,53.4,1495,4829,490,1311,84,595,14,343,0.271,0.321,0.39,0.711,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5*3D/4769,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,2,0.153846153846154,0,0,0,0,0,0,0,0,0,0,1994,1,456
Scott McGregor,37,16,13,17.7,18.7,18.2,57.9,357,0,0,0,0,0,0,0,0,0,0,0,0,138,108,3.99,98,1.291,356,309,5,2140.2,2245,235,518,904,*1/D,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,1994,0,456
Mario Soto,27,15,12,23.5,25.3,24.4,57.9,303,530,32,70,1,24,0,11,0.132,0.152,0.166,0.318,-12,100,92,3.47,108,1.186,297,224,4,1730.1,1395,172,657,1449,1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.25,0,0,0,0,0,0,0,0,0,0,1994,0,456
George Hendrick,30,23,18,25.6,22.8,24.2,54.8,2048,7129,941,1980,267,1111,59,567,0.278,0.329,0.446,0.775,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*873/D,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,4,0.222222222222222,0,0,0,0,0,0,0,0,0,0,1994,0,456
Bob Horner,16,22,10,20,17.7,18.8,53.4,1020,3777,560,1047,218,685,14,369,0.277,0.34,0.499,0.839,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5*3,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,1,0,1994,0,456
Chris Chambliss,16,15,17,23.4,18.1,20.8,51.5,2175,7571,912,2109,185,972,40,632,0.279,0.334,0.415,0.749,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3/D,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,1,0.0588235294117647,0,1,0,0,0,0,0,0,1,0,1994,0,456
Reggie Jackson,170,54,21,68.4,44.6,56.5,55.4,2820,9864,1551,2584,563,1702,228,1375,0.262,0.356,0.49,0.846,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*D8/7,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,14,0.666666666666667,0,0,0,0,1,0,0,0,0,0,1993,396,423
Phil Niekro,157,52,24,90.7,52.3,71.5,57.9,866,1537,80,260,7,109,0,17,0.169,0.183,0.211,0.395,8,318,274,3.35,115,1.268,864,716,29,5404,5044,482,1809,3342,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,5,0.208333333333333,0,0,1,0,0,0,0,0,0,0,1993,278,423
Steve Garvey,130,32,19,34.4,27.2,30.8,51.5,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*35/749,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,10,0.526315789473684,0,0,1,0,1,0,0,0,0,0,1993,176,423
Bill Madlock,69,31,15,35.1,27,31,53.4,1806,6594,920,2008,163,860,174,605,0.305,0.365,0.442,0.807,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*54D3,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,3,0.2,0,0,0,0,0,0,0,0,0,0,1993,19,423
Ron Cey,36,29,17,50.4,35.5,42.9,53.4,2073,7162,977,1868,316,1139,24,1012,0.261,0.354,0.445,0.799,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5D/3,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,6,0.352941176470588,0,0,0,0,0,0,0,0,0,0,1993,8,423
