Name,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS.Plus,W,L,ERA,ERA.Plus,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,PosSummary,Runoff,Special,VeteransCommittee,NegroLeagues,position,1B,RF,LF,CF,C,3B,2B,SS,DH,OF,AS.total,AS.percent,drugs,gold1,gold2,gold3,mvp1,mvp2,cy1,cy2,rookie,oneteam,Year,Votes,NumBallots
Brooks Robinson,152,34,23,72.7,43.5,58.1,53.4,2896,10654,1232,2848,268,1357,28,860,0.267,0.322,0.401,0.723,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5/46,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,15,0.652173913043478,0,0,0,1,1,0,0,0,0,1,1983,344,374
Joe Torre,96,40,18,54.2,35.2,44.7,40.7,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2*3*5/7,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,9,0.5,0,1,0,0,1,0,0,0,0,0,1983,20,374
Dick Allen,99,39,15,55.6,43.8,49.7,53.4,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*57/4D68,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,7,0.466666666666667,0,0,0,0,0,0,0,0,0,0,1983,14,374
Boog Powell,44,25,17,35,28.8,31.9,51.5,2042,6681,889,1776,339,1187,20,1001,0.266,0.361,0.462,0.822,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*7/D9,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,4,0.235294117647059,0,0,0,0,1,0,0,0,0,0,1983,5,374
Ray Sadecki,21,13,18,16.4,18.1,17.2,57.9,587,789,59,151,5,56,0,27,0.191,0.219,0.247,0.466,28,135,131,3.78,98,1.351,563,328,7,2500.1,2456,240,922,1614,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,2,374
Tommy Helms,14,12,14,6.5,9.3,7.9,54.4,1435,4997,414,1342,34,477,33,231,0.269,0.3,0.342,0.642,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*456/D,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,2,0.142857142857143,0,0,1,0,0,0,0,0,1,0,1983,1,374
Felix Millan,24,13,12,15.9,16.8,16.3,54.4,1480,5791,699,1617,22,403,67,318,0.279,0.322,0.343,0.665,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4/56,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,3,0.25,0,1,0,0,0,0,0,0,0,0,1983,1,374
Dave Giusti,23,9,15,17.6,14.7,16.2,32.3,686,412,29,77,4,46,0,23,0.187,0.235,0.25,0.485,41,100,93,3.6,95,1.296,668,133,145,1716.2,1654,126,570,1103,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,1983,1,374
Jim Wynn,36,30,15,53.1,42,47.5,54.8,1920,6653,1105,1665,291,964,225,1224,0.25,0.366,0.436,0.802,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*97D/65,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,3,0.2,0,0,0,0,0,0,0,0,0,0,1983,0,374
Bill Melton,11,15,10,16.2,15.9,16.1,53.4,1144,3971,496,1004,160,591,23,479,0.253,0.337,0.419,0.756,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5D93/7,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,1983,0,374
Pat Dobson,28,13,11,14.2,15.4,14.8,57.9,414,317,13,39,0,12,0,11,0.123,0.155,0.136,0.291,-17,122,129,3.54,100,1.277,414,279,19,2120.1,2043,197,665,1301,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,1983,0,374
Diego Segui,6,6,15,10.4,12.7,11.6,32.3,640,384,26,58,4,24,0,14,0.151,0.183,0.201,0.383,7,92,111,3.81,96,1.351,639,171,71,1807.2,1656,185,786,1298,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,0,374
Al Downing,27,18,17,18.1,17.8,18,57.9,409,717,36,91,2,51,0,37,0.127,0.169,0.16,0.33,-5,123,107,3.22,106,1.269,405,317,3,2268.1,1946,177,933,1639,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,1983,0,374
Bill Singer,27,15,14,16.7,20.1,18.4,57.9,324,413,20,45,0,13,0,14,0.109,0.148,0.136,0.284,-16,118,127,3.39,99,1.257,322,308,2,2174,1952,132,781,1515,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.142857142857143,0,0,0,0,0,0,0,0,0,0,1983,0,374
Doug Rader,5,15,11,22.5,17.6,20.1,53.4,1465,5186,631,1302,155,722,37,528,0.251,0.322,0.403,0.725,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*53D/69,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1983,0,374
Joe Hoerner,13,15,14,9.7,12.2,11,32.3,493,59,2,6,1,3,0,2,0.102,0.131,0.169,0.301,-16,39,34,2.99,121,1.243,493,0,99,563,519,50,181,412,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,1983,0,374
Gary Nolan,43,26,10,24.1,23.7,23.9,57.9,252,529,36,73,1,32,0,38,0.138,0.195,0.176,0.371,5,110,70,3.08,117,1.145,250,247,0,1674.2,1505,146,413,1039,1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,1983,0,374
Carlos May,8,12,10,8.1,10.6,9.4,50.7,1165,4120,545,1127,90,536,85,512,0.274,0.357,0.392,0.749,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7D3/9,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,1983,0,374
Cookie Rojas,20,12,16,6.7,11.7,9.2,54.4,1822,6309,714,1660,54,593,74,396,0.263,0.306,0.337,0.643,83,0,0,0,NA,1,1,0,0,1,1,0,0,0,*48756/D9231,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,5,0.3125,0,0,0,0,0,0,0,0,0,0,1983,0,374
Randy Hundley,5,22,14,10.6,12.5,11.5,40.7,1061,3442,311,813,82,381,12,271,0.236,0.292,0.35,0.642,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/D,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,1,0.0714285714285714,0,1,0,0,0,0,0,0,0,0,1983,0,374
Mike Cuellar,96,35,15,24.3,23.8,24.1,57.9,456,661,37,76,7,33,0,9,0.115,0.128,0.171,0.299,-15,185,130,3.14,109,1.197,453,379,11,2808,2538,222,822,1632,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,4,0.266666666666667,0,0,0,0,0,0,1,0,0,0,1983,0,374
Ken McMullen,0,12,16,30.8,27.5,29.1,53.4,1583,5131,568,1273,156,606,20,510,0.248,0.316,0.383,0.699,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*53D/7694,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,0,374
Larry Dierker,21,20,14,29.3,26.9,28.1,57.9,357,789,38,107,4,46,0,12,0.136,0.149,0.169,0.317,-9,139,123,3.31,103,1.217,356,329,1,2333.2,2130,184,711,1493,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.142857142857143,0,0,0,0,0,0,0,0,0,0,1983,0,374
Hank Aaron,421,74,23,137.3,58.5,97.9,55.4,3298,12364,2174,3771,755,2297,240,1402,0.305,0.374,0.555,0.928,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*7*83D4/5,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,21,0.91304347826087,0,0,1,0,1,0,0,0,0,0,1982,406,415
Frank Robinson,222,66,21,100.9,50.4,75.6,55.4,2808,10006,1829,2943,586,1812,204,1420,0.294,0.389,0.537,0.926,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*7*D*38/5,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,12,0.571428571428571,0,1,0,0,0,1,0,0,1,0,1982,370,415
Billy Williams,122,48,18,59.9,39.6,49.8,50.7,2488,9350,1410,2711,426,1475,90,1045,0.29,0.361,0.492,0.853,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*9D38,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,6,0.333333333333333,0,0,0,0,0,0,0,0,1,0,1982,97,415
Tony Oliva,114,29,15,39.7,36.5,38.1,55.4,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*D8/7,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,8,0.533333333333333,0,1,0,0,0,0,0,0,1,0,1982,63,415
Tommy Davis,56,20,18,16.7,18.8,17.7,50.7,1999,7223,811,2121,153,1052,136,381,0.294,0.329,0.405,0.733,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*D5839/4,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,2,0.111111111111111,0,0,0,0,0,0,0,0,0,0,1982,5,415
Rico Petrocelli,19,20,13,35.7,30.7,33.2,52.1,1553,5390,653,1352,210,773,10,661,0.251,0.332,0.42,0.752,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6*5/D43,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,2,0.153846153846154,0,0,0,0,0,0,0,0,0,0,1982,3,415
Bill Freehan,84,28,15,41.3,31.8,36.5,40.7,1774,6073,706,1591,200,758,24,626,0.262,0.34,0.412,0.752,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*23/D79,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,11,0.733333333333333,0,0,1,0,0,0,0,0,0,0,1982,2,415
Jim Brewer,20,14,17,15,14,14.5,32.3,586,140,2,21,0,9,1,10,0.15,0.212,0.164,0.376,9,69,65,3.07,111,1.209,584,35,132,1040.1,898,92,360,810,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,1982,2,415
Alex Johnson,22,11,13,8,12.5,10.2,50.7,1322,4623,550,1331,78,525,113,244,0.288,0.326,0.392,0.718,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7D9/8,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,1,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,1982,0,415
Tony Taylor,16,20,19,20,16.8,18.4,54.4,2195,7680,1005,2007,75,598,234,613,0.261,0.321,0.352,0.673,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4*53/76D,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,1,0.0526315789473684,0,0,0,0,0,0,0,0,0,0,1982,0,415
Deron Johnson,11,14,16,3.6,12.4,8,51.5,1765,5941,706,1447,245,923,11,585,0.244,0.311,0.42,0.731,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*5D79/8,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,0,415
Cesar Tovar,19,12,12,25.9,24.1,25,54.8,1488,5569,834,1546,46,435,226,413,0.278,0.335,0.368,0.703,100,0,0,0,NA,1,1,1,0,1,0,0,1,1,*8*7549D6/321,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,0,415
Cleon Jones,10,12,13,16.3,19.5,17.9,50.7,1213,4263,565,1196,93,524,91,360,0.281,0.339,0.404,0.744,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7893/D,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,1,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,1982,0,415
Tommy Harper,19,17,15,22.5,21.2,21.8,50.7,1810,6269,972,1609,146,567,408,753,0.257,0.338,0.379,0.717,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*958D43,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,1,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,1982,0,415
Bob Gibson,222,54,17,85.3,59.5,72.4,57.9,596,1328,132,274,24,144,13,63,0.206,0.243,0.301,0.545,50,251,174,2.91,127,1.188,528,482,6,3884.1,3279,257,1336,3117,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,8,0.470588235294118,0,0,0,1,1,0,0,1,0,1,1981,337,401
Harmon Killebrew,178,46,22,55.8,35.9,45.8,51.5,2435,8147,1283,2086,573,1584,19,1559,0.256,0.376,0.509,0.884,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*5*7D/49,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,11,0.5,0,0,0,0,1,0,0,0,0,0,1981,239,401
Juan Marichal,159,57,16,59.5,50.1,54.8,57.9,475,1221,73,202,4,75,2,38,0.165,0.191,0.202,0.393,11,243,142,2.89,123,1.101,471,457,2,3507,3153,320,709,2303,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,9,0.5625,0,0,0,0,0,0,0,0,0,0,1981,233,401
Thurman Munson,90,29,11,43.3,35.1,39.2,40.7,1423,5344,696,1558,113,701,48,438,0.292,0.346,0.41,0.756,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2D/9375,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,7,0.636363636363636,0,0,1,0,1,0,0,0,1,0,1981,62,401
Vada Pinson,95,36,18,50.2,38.1,44.1,54.8,2469,9645,1366,2757,256,1170,305,574,0.286,0.327,0.442,0.769,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*97/3D,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,2,0.111111111111111,0,1,0,0,0,0,0,0,0,0,1981,18,401
Jim Perry,59,32,17,38.3,28.7,33.5,57.9,635,889,73,177,5,59,0,32,0.199,0.228,0.247,0.476,33,215,174,3.45,106,1.255,630,447,10,3285.2,3127,308,998,1576,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.176470588235294,0,0,0,0,0,0,1,0,0,0,1981,6,401
Dave McNally,96,35,14,22.2,20.9,21.5,57.9,425,731,49,97,9,43,0,58,0.133,0.196,0.201,0.397,14,184,119,3.24,106,1.214,424,396,2,2730,2488,230,826,1512,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.214285714285714,0,0,0,0,0,0,0,0,0,0,1981,5,401
Claude Osteen,53,26,18,38.2,29.9,34,57.9,588,1099,90,207,8,76,2,40,0.188,0.217,0.249,0.467,34,196,195,3.3,104,1.275,541,488,1,3460.2,3471,249,940,1612,*1/7,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.166666666666667,0,0,0,0,0,0,0,0,0,0,1981,2,401
Lindy McDaniel,43,19,21,25.5,22.8,24.1,32.3,988,378,19,56,3,17,0,8,0.148,0.168,0.201,0.369,0,141,119,3.45,110,1.272,987,74,172,2139.1,2099,172,623,1361,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,1981,1,401
Leo Cardenas,36,19,16,23.7,21,22.4,52.1,1941,6707,662,1725,118,689,39,522,0.257,0.311,0.367,0.679,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*65/D4,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,5,0.3125,0,1,0,0,0,0,0,0,0,0,1981,1,401
Gates Brown,0,10,13,9.2,10.3,9.8,50.7,1051,2262,330,582,84,322,30,242,0.257,0.33,0.42,0.75,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7D/93,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,1,401
Sonny Siebert,20,23,12,29.6,28.7,29.1,57.9,405,660,52,114,12,57,0,18,0.173,0.204,0.27,0.474,33,140,114,3.21,110,1.213,399,307,16,2152,1919,197,692,1512,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.166666666666667,0,0,0,0,0,0,0,0,0,0,1981,1,401
Jim Northrup,4,13,12,19.2,19.3,19.2,55.4,1392,4692,603,1254,153,610,39,449,0.267,0.333,0.429,0.763,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*8*73/D,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,1,401
Glenn Beckert,20,15,11,14,16.2,15.1,54.4,1320,5208,685,1473,22,360,49,260,0.283,0.318,0.345,0.663,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4/586,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,4,0.363636363636364,0,1,0,0,0,0,0,0,0,0,1981,1,401
Bobby Locke,0,0,9,0.7,3.7,2.2,32.3,168,98,12,25,1,12,0,9,0.255,0.318,0.306,0.624,74,16,15,4.02,92,1.433,165,23,10,416.2,432,40,165,194,1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,0,401
Sam McDowell,90,25,15,38.4,38.7,38.5,57.9,429,774,34,119,2,36,0,16,0.154,0.171,0.176,0.347,-2,141,134,3.17,112,1.308,425,346,14,2492.1,1948,164,1312,2453,*1/34,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,6,0.4,0,0,0,0,0,0,0,0,0,0,1981,0,401
Ken Berry,5,5,14,13,13.1,13,54.8,1383,4136,422,1053,58,343,45,298,0.255,0.308,0.344,0.652,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*879/D4,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,1,0.0714285714285714,0,0,1,0,0,0,0,0,0,0,1981,0,401
John Briggs,0,15,12,22,17.3,19.6,50.7,1366,4117,601,1041,139,507,64,663,0.253,0.355,0.416,0.771,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7839/D,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,0,401
Dal Maxvill,13,14,14,6.6,7.9,7.2,52.1,1423,3443,302,748,6,252,7,370,0.217,0.293,0.259,0.552,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*64/579,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1981,0,401
Dick McAuliffe,18,24,16,34.3,27.7,31,54.4,1763,6185,888,1530,197,697,63,882,0.247,0.343,0.403,0.746,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4*65/D,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,3,0.1875,0,0,0,0,0,0,0,0,0,0,1981,0,401
Bill Hands,16,13,11,25.4,24.7,25.1,57.9,374,472,19,37,0,19,0,39,0.078,0.15,0.091,0.241,-33,111,110,3.35,114,1.223,374,260,14,1951,1895,167,492,1128,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,0,401
Al Kaline,160,58,22,87.4,47.1,67.2,55.4,2834,10116,1622,3007,399,1583,137,1277,0.297,0.376,0.48,0.855,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*8D3/75,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,15,0.681818181818182,0,0,0,1,0,0,0,0,0,1,1980,340,385
Orlando Cepeda,126,37,17,46.1,32.2,39.2,51.5,2124,7927,1131,2351,379,1365,142,588,0.297,0.35,0.499,0.849,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*37D/95,0,0,1,0,1B,1,0,0,0,0,0,0,0,0,0,7,0.411764705882353,0,0,0,0,1,0,0,0,1,0,1980,48,385
Ron Santo,88,41,15,66.6,52.1,59.4,53.4,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5D4/673,0,0,1,0,3B,0,0,0,0,0,1,0,0,0,0,9,0.6,0,0,1,0,0,0,0,0,0,0,1980,15,385
Norm Cash,50,29,17,48.2,31.7,39.9,51.5,2089,6705,1046,1820,377,1103,43,1043,0.271,0.374,0.488,0.862,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3/97D,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,4,0.235294117647059,0,0,0,0,0,0,0,0,0,0,1980,6,385
Matty Alou,53,20,15,21.5,22.1,21.8,54.8,1667,5789,780,1777,31,427,156,311,0.307,0.345,0.381,0.726,105,0,0,0,NA,2,1,0,0,2,3,0,1,3,*8*973/D1,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,2,0.133333333333333,0,0,0,0,0,0,0,0,0,0,1980,5,385
Felipe Alou,46,20,17,39.2,32.2,35.7,55.4,2082,7339,985,2101,206,852,107,423,0.286,0.328,0.433,0.761,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*8*3*7/56D,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,3,0.176470588235294,0,0,0,0,0,0,0,0,0,0,1980,3,385
Mel Stottlemyre,71,27,11,40.1,32.4,36.2,57.9,366,749,54,120,7,57,0,47,0.16,0.213,0.222,0.434,27,164,139,2.97,112,1.219,360,356,1,2661.1,2435,171,809,1257,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,5,0.454545454545455,0,0,0,0,0,0,0,0,0,0,1980,3,385
Steve Blass,33,13,10,6.1,10.7,8.4,57.9,295,546,42,94,1,37,0,11,0.172,0.188,0.201,0.389,11,103,76,3.63,95,1.349,282,231,2,1597.1,1558,128,597,896,7-Jan,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,1980,2,385
Don McMahon,45,20,18,21,16.7,18.8,32.3,874,168,8,23,0,9,0,10,0.137,0.185,0.161,0.346,-1,90,68,2.96,120,1.246,874,2,153,1310.2,1054,104,579,1003,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,1980,1,385
Sonny Jackson,2,1,12,0.8,4.5,2.7,52.1,936,3055,396,767,7,162,126,250,0.251,0.308,0.303,0.611,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*687/59,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,1,385
Jim Hickman,14,13,13,11.5,11.2,11.3,51.5,1421,3974,518,1002,159,560,17,491,0.252,0.335,0.426,0.76,108,0,0,4.5,85,1,1,0,0,2,2,1,0,0,*9*8*375/1,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,1,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,1980,1,385
Chris Cannizzaro,3,1,13,5.5,5.9,5.7,40.7,740,1950,132,458,18,169,3,241,0.235,0.319,0.309,0.628,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/9,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,1,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,1980,0,385
Bob Veale,32,21,13,20.4,21.8,21.1,57.9,399,630,26,72,0,18,0,18,0.114,0.139,0.129,0.267,-24,120,95,3.07,113,1.32,397,255,21,1926,1684,91,858,1703,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.153846153846154,0,0,0,0,0,0,0,0,0,0,1980,0,385
Bob Barton,0,0,10,1.3,2.8,2,40.7,393,1049,54,237,9,66,3,87,0.226,0.287,0.287,0.574,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,385
Johnny Edwards,28,23,14,12.7,13.9,13.3,40.7,1470,4577,430,1106,81,524,15,465,0.242,0.311,0.353,0.664,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,3,0.214285714285714,0,0,1,0,0,0,0,0,0,0,1980,0,385
Paul Schaal,0,13,11,12.3,12.4,12.4,53.4,1128,3555,436,869,57,323,43,516,0.244,0.341,0.344,0.686,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5/46,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,385
Jack Aker,10,11,11,7.2,11,9.1,32.3,496,92,3,7,0,4,0,1,0.076,0.096,0.098,0.194,-44,47,45,3.28,106,1.277,495,0,123,746,679,63,274,404,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,385
Andy Kosco,0,4,10,-0.4,1.7,0.6,55.4,658,1963,204,464,73,267,5,99,0.236,0.273,0.394,0.667,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*973/58,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,385
Paul Casanova,3,0,10,-0.2,3.2,1.5,40.7,859,2786,214,627,50,252,2,101,0.225,0.252,0.319,0.571,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,1980,0,385
Juan Pizarro,17,19,18,17.1,19.7,18.4,57.9,496,658,72,133,8,66,1,32,0.202,0.237,0.272,0.509,42,131,105,3.43,104,1.325,488,245,28,2034.1,1807,201,888,1522,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.111111111111111,0,0,0,0,0,0,0,0,0,0,1980,0,385
Lew Krausse,2,6,12,1.2,5.7,3.5,57.9,334,354,23,47,6,24,1,26,0.133,0.196,0.215,0.411,19,68,91,4,85,1.323,321,167,21,1283.2,1205,137,493,721,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,385
